# Reference library (divisor): control
# Comparison library (numerator): salt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigenin_r1 raw countings	apigenin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020062.1	Protein Homology	CDS	47054	47746	.	+	0	ID=cds-WP_015342079.1;Parent=gene-RTCIAT899_RS22395;Dbxref=GenBank:WP_015342079.1;Name=WP_015342079.1;Ontology_term=GO:0006865,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=amino acid transport|0006865||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011653848.1;locus_tag=RTCIAT899_RS22395;product=amino acid ABC transporter permease;protein_id=WP_015342079.1;transl_table=11	1.0	20.82142857142857	5.0	31.0	3.5	2.0	6.32912666881173	0.0805672725092756	0.834668899760156	0.0965260267064303	0.923102804111795	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	47763	48653	.	+	0	ID=cds-WP_015342080.1;Parent=gene-RTCIAT899_RS22400;Dbxref=GenBank:WP_015342080.1;Name=WP_015342080.1;Ontology_term=GO:0071704,GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;go_process=obsolete organic substance metabolic process|0071704||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007695113.1;locus_tag=RTCIAT899_RS22400;product=dihydrodipicolinate synthase family protein;protein_id=WP_015342080.1;transl_table=11	1.2222222222222223	22.143478260869564	3.5	30.5	0.6111111111111112	0	3.87255950037423	-0.812222424350515	0.82348563861981	-0.986322512814951	0.323974875763266	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	48656	51577	.	+	0	ID=cds-WP_041678093.1;Parent=gene-RTCIAT899_RS22405;Dbxref=GenBank:WP_041678093.1;Name=WP_041678093.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018897920.1;locus_tag=RTCIAT899_RS22405;product=FAD-dependent oxidoreductase;protein_id=WP_041678093.1;transl_table=11	8.947222222222216	51.63174603174603	7.790079365079365	70.43333333333334	4.901406926406927	4.6000000000000005	13.4336350743639	-0.0278308986631358	0.788633900693795	-0.0352900105342311	0.971848488809638	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	51574	52302	.	+	0	ID=cds-WP_015342082.1;Parent=gene-RTCIAT899_RS22410;Dbxref=GenBank:WP_015342082.1;Name=WP_015342082.1;Ontology_term=GO:0005524,GO:0015424,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ABC-type amino acid transporter activity|0015424||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011653851.1;locus_tag=RTCIAT899_RS22410;product=amino acid ABC transporter ATP-binding protein;protein_id=WP_015342082.1;transl_table=11	0.225	32.5	3.0833333333333335	37.5	1.5	1.0	5.17066058356941	-0.316846915317655	0.832122857542372	-0.380769392939697	0.703374372341144	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	52385	52801	.	+	0	ID=cds-WP_015342083.1;Parent=gene-RTCIAT899_RS22415;Dbxref=GenBank:WP_015342083.1;Name=WP_015342083.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342083.1;locus_tag=RTCIAT899_RS22415;product=DUF3830 family protein;protein_id=WP_015342083.1;transl_table=11	3.0	7.666666666666666	3.6666666666666665	18.5	2.0	0	3.48478199711897	-0.379702763633885	0.824919441734071	-0.460290719825572	0.645307561410435	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	53155	53859	.	-	0	ID=cds-WP_041678301.1;Parent=gene-RTCIAT899_RS22420;Dbxref=GenBank:WP_041678301.1;Name=WP_041678301.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008134229.1;locus_tag=RTCIAT899_RS22420;product=maleate cis-trans isomerase family protein;protein_id=WP_041678301.1;transl_table=11	34.0	27.0	27.0	46.0	17.833333333333336	15.0	30.6735663071243	0.607013743348716	0.772111175060091	0.78617401606896	0.431765546577772	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	53906	55336	.	-	0	ID=cds-WP_015342086.1;Parent=gene-RTCIAT899_RS22425;Dbxref=GenBank:WP_015342086.1;Name=WP_015342086.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012650075.1;locus_tag=RTCIAT899_RS22425;product=amidase;protein_id=WP_015342086.1;transl_table=11	25.95	84.60535714285714	12.0	119.5	7.7	2.2337662337662336	21.0360651184909	-0.504073253150764	0.772456436229319	-0.652558810450665	0.514040747085315	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	55349	56131	.	-	0	ID=cds-WP_015342087.1;Parent=gene-RTCIAT899_RS22430;Dbxref=GenBank:WP_015342087.1;Name=WP_015342087.1;Ontology_term=GO:0047661;gbkey=CDS;go_function=amino-acid racemase activity|0047661||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342087.1;locus_tag=RTCIAT899_RS22430;product=aspartate/glutamate racemase family protein;protein_id=WP_015342087.1;transl_table=11	1.0476190476190477	31.2	1.0	37.5	1.2	1.0	4.37912126505271	-0.380074414625126	0.829408834328656	-0.4582473671537	0.646774732926275	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	56128	57114	.	-	0	ID=cds-WP_015342088.1;Parent=gene-RTCIAT899_RS22435;Dbxref=GenBank:WP_015342088.1;Name=WP_015342088.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342088.1;locus_tag=RTCIAT899_RS22435;product=ABC transporter ATP-binding protein;protein_id=WP_015342088.1;transl_table=11	6.5	50.0	4.5	64.55263157894737	3.0	5.0	10.751460897071	0.0245834995628818	0.812998439101319	0.030238064897217	0.975877191003111	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	57111	58073	.	-	0	ID=cds-WP_015342089.1;Parent=gene-RTCIAT899_RS22440;Dbxref=GenBank:WP_015342089.1;Name=WP_015342089.1;Ontology_term=GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342089.1;locus_tag=RTCIAT899_RS22440;product=ABC transporter ATP-binding protein;protein_id=WP_015342089.1;transl_table=11	1.9166666666666665	21.0	3.5	43.56666666666667	1.0	1.0	4.9878347899619	-0.747431767884893	0.835514711268124	-0.894576430318574	0.371013555988985	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	58070	58945	.	-	0	ID=cds-WP_041678094.1;Parent=gene-RTCIAT899_RS22445;Dbxref=GenBank:WP_041678094.1;Name=WP_041678094.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006615273.1;locus_tag=RTCIAT899_RS22445;product=ABC transporter permease;protein_id=WP_041678094.1;transl_table=11	2.666666666666667	32.07142857142857	1.25	52.5	1.0	5.0	7.16911341867519	0.122228220229705	0.836207899603741	0.146169655043472	0.883787460007342	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	58938	59954	.	-	0	ID=cds-WP_041678303.1;Parent=gene-RTCIAT899_RS22450;Dbxref=GenBank:WP_041678303.1;Name=WP_041678303.1;Ontology_term=GO:0055085;gbkey=CDS;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007615803.1;locus_tag=RTCIAT899_RS22450;product=ABC transporter permease;protein_id=WP_041678303.1;transl_table=11	5.533333333333333	48.5	4.0	74.5	4.125	2.0	10.0303726671462	-0.313844424908457	0.818934804428618	-0.383234933002305	0.701545578803111	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	60052	61692	.	-	0	ID=cds-WP_015342092.1;Parent=gene-RTCIAT899_RS22455;Dbxref=GenBank:WP_015342092.1;Name=WP_015342092.1;Ontology_term=GO:0005524,GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342092.1;locus_tag=RTCIAT899_RS22455;product=ABC transporter substrate-binding protein;protein_id=WP_015342092.1;transl_table=11	8.5	93.5625	9.25	135.16666666666669	4.5	2.0	16.3192387364682	-0.905034638492699	0.800604235086209	-1.13043948411695	0.258291084554306	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	61930	62649	.	+	0	ID=cds-WP_041678304.1;Parent=gene-RTCIAT899_RS22460;Dbxref=GenBank:WP_041678304.1;Name=WP_041678304.1;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342093.1;locus_tag=RTCIAT899_RS22460;product=GntR family transcriptional regulator;protein_id=WP_041678304.1;transl_table=11	4.0	15.5	3.625	17.0	1.5	1.1428571428571428	4.51424999295314	-0.109018104553588	0.836132015156343	-0.130383841997969	0.896262749678454	0.999586711632956
sense	NC_020062.1	GeneMarkS-2+	CDS	62646	62801	.	+	0	ID=cds-WP_154660806.1;Parent=gene-RTCIAT899_RS33555;Dbxref=GenBank:WP_154660806.1;Name=WP_154660806.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS33555;product=hypothetical protein;protein_id=WP_154660806.1;transl_table=11	1.0	3.55	3.5	15.0	0.5	0	1.92718763807739	-0.997785902845211	0.752279465457165	-1.3263500449781	0.184723777391247	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	62777	63228	.	-	0	ID=cds-RTCIAT899_RS22465;Parent=gene-RTCIAT899_RS22465;Note=frameshifted;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_026155209.1;locus_tag=RTCIAT899_RS22465;product=hypothetical protein;pseudo=true;transl_table=11	93.25	66.125	56.666666666666664	78.33333333333334	14.0	6.0	46.0893276410442	-0.596983116047129	0.777482235033138	-0.767841487750115	0.442581363156266	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	63319	63681	.	-	0	ID=cds-WP_015342094.1;Parent=gene-RTCIAT899_RS22470;Dbxref=GenBank:WP_015342094.1;Name=WP_015342094.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342094.1;locus_tag=RTCIAT899_RS22470;product=DoxX family protein;protein_id=WP_015342094.1;transl_table=11	8.0	16.0	4.0	15.0	1.0	0	4.27223699600036	-0.575233173405424	0.829683672010127	-0.693316251495911	0.488111106438833	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	63823	64401	.	+	0	ID=cds-WP_015342095.1;Parent=gene-RTCIAT899_RS22475;Dbxref=GenBank:WP_015342095.1;Name=WP_015342095.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342095.1;locus_tag=RTCIAT899_RS22475;product=TetR/AcrR family transcriptional regulator;protein_id=WP_015342095.1;transl_table=11	15.0	36.0	9.0	39.25	2.0	2.0	10.0772933729777	-0.558165760810589	0.814839140304458	-0.685001165508612	0.493343185503534	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	64573	66006	.	-	0	ID=cds-WP_015342096.1;Parent=gene-RTCIAT899_RS22480;Dbxref=GenBank:WP_015342096.1;Name=WP_015342096.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342096.1;locus_tag=RTCIAT899_RS22480;product=MFS transporter;protein_id=WP_015342096.1;transl_table=11	87.6666666666669	35.70833333333336	57.66666666666642	65.66666666666661	45.66666666666657	17.33333333333332	62.3851705408893	0.519711222467331	0.785772029922938	0.661402038601833	0.508354518910326	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	66107	66721	.	+	0	ID=cds-WP_015342097.1;Parent=gene-RTCIAT899_RS22485;Dbxref=GenBank:WP_015342097.1;Name=WP_015342097.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342097.1;locus_tag=RTCIAT899_RS22485;product=TetR/AcrR family transcriptional regulator;protein_id=WP_015342097.1;transl_table=11	9.0	13.0	8.5	20.576923076923077	3.0	1.0	6.82531304537285	-0.303846478918356	0.83324281862529	-0.36465538271263	0.715368667857423	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	66764	67744	.	-	0	ID=cds-WP_015342098.1;Parent=gene-RTCIAT899_RS22490;Dbxref=GenBank:WP_015342098.1;Name=WP_015342098.1;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342098.1;locus_tag=RTCIAT899_RS22490;product=AraC family transcriptional regulator;protein_id=WP_015342098.1;transl_table=11	3.0	17.0	3.0	18.0	0	4.0	4.69598855853927	0.180690325032954	0.834647413445847	0.216487012506243	0.82860814766088	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	67844	69067	.	+	0	ID=cds-WP_041678095.1;Parent=gene-RTCIAT899_RS22495;Dbxref=GenBank:WP_041678095.1;Name=WP_041678095.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006200301.1;locus_tag=RTCIAT899_RS22495;product=MFS transporter;protein_id=WP_041678095.1;transl_table=11	8.0	50.0	8.0	77.11111111111111	7.0	2.0	12.8900888215342	-0.191697061488891	0.800552802093638	-0.239455862233643	0.810752117807379	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	69131	69811	.	+	0	ID=cds-WP_041678096.1;Parent=gene-RTCIAT899_RS22500;Dbxref=GenBank:WP_041678096.1;Name=WP_041678096.1;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011084489.1;locus_tag=RTCIAT899_RS22500;product=IS6 family transposase;protein_id=WP_041678096.1;transl_table=11	1.2769230769230768	13.5	1.2	20.28333333333333	1.0	0	2.34686906748072	-0.362763116940546	0.788608922359989	-0.460003820214133	0.64551347842758	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	69878	70390	.	+	0	ID=cds-RTCIAT899_RS22505;Parent=gene-RTCIAT899_RS22505;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0043546;gbkey=CDS;go_function=molybdopterin cofactor binding|0043546||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006699846.1;locus_tag=RTCIAT899_RS22505;partial=true;product=xanthine dehydrogenase family protein molybdopterin-binding subunit;pseudo=true;start_range=.,69878;transl_table=11	3.25	10.833333333333334	1.0	12.0	1.0	0	2.25436231331716	-0.170337847289533	0.789595201835556	-0.215728067867626	0.829199721331724	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	70739	71368	.	+	0	ID=cds-WP_135488254.1;Parent=gene-RTCIAT899_RS31740;Dbxref=GenBank:WP_135488254.1;Name=WP_135488254.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342102.1;locus_tag=RTCIAT899_RS31740;product=TetR/AcrR family transcriptional regulator;protein_id=WP_135488254.1;transl_table=11	5.0	30.0	2.0	36.0	0	0	4.32756709408198	-1.06254868415781	0.820814713158518	-1.29450491947092	0.195491071135714	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	71365	72216	.	-	0	ID=cds-WP_015342103.1;Parent=gene-RTCIAT899_RS22515;Dbxref=GenBank:WP_015342103.1;Name=WP_015342103.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342103.1;locus_tag=RTCIAT899_RS22515;product=NAD(P)H-binding protein;protein_id=WP_015342103.1;transl_table=11	20.458333333333332	24.0	28.333333333333332	36.16666666666667	5.0	1.0	15.7074257001212	-0.954023047318878	0.81471513431156	-1.17098972038249	0.241602909133732	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	72213	73046	.	-	0	ID=cds-WP_015342104.1;Parent=gene-RTCIAT899_RS22520;Dbxref=GenBank:WP_015342104.1;Name=WP_015342104.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342104.1;locus_tag=RTCIAT899_RS22520;product=SGNH/GDSL hydrolase family protein;protein_id=WP_015342104.1;transl_table=11	11.0	16.0	4.0	23.0	5.2	0	6.8575871016553	0.144459398820002	0.836338534810888	0.172728378290816	0.86286493640209	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	73272	73967	.	-	0	ID=cds-WP_015342105.1;Parent=gene-RTCIAT899_RS22525;Dbxref=GenBank:WP_015342105.1;Name=WP_015342105.1;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342105.1;locus_tag=RTCIAT899_RS22525;product=response regulator transcription factor;protein_id=WP_015342105.1;transl_table=11	1.0	15.5	0.5	23.0	0	1.0	2.34883282294383	-0.262560316462972	0.769788373615456	-0.341081166541667	0.733042478954409	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	73969	74346	.	-	0	ID=cds-WP_015342106.1;Parent=gene-RTCIAT899_RS22530;Dbxref=GenBank:WP_015342106.1;Name=WP_015342106.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017269938.1;locus_tag=RTCIAT899_RS22530;product=response regulator;protein_id=WP_015342106.1;transl_table=11	0.25	12.5	0	15.0	1.0	0.5	1.62874512378682	-0.0953343557282365	0.703276291002242	-0.135557471434698	0.892171127897327	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	74349	74990	.	-	0	ID=cds-WP_015342107.1;Parent=gene-RTCIAT899_RS22535;Dbxref=GenBank:WP_015342107.1;Name=WP_015342107.1;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018857648.1;locus_tag=RTCIAT899_RS22535;product=response regulator transcription factor;protein_id=WP_015342107.1;transl_table=11	1.5	15.0	1.0	32.0	1.0	2.5	3.95516650634063	-0.0893617096002224	0.832163107251924	-0.107384848981499	0.914483673761086	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	74987	78196	.	-	0	ID=cds-WP_015342108.1;Parent=gene-RTCIAT899_RS22540;Dbxref=GenBank:WP_015342108.1;Name=WP_015342108.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015242917.1;locus_tag=RTCIAT899_RS22540;product=PAS domain-containing protein;protein_id=WP_015342108.1;transl_table=11	36.14814814814815	56.333333333333336	23.0	75.83333333333334	4.75	4.5	21.9809921346803	-0.695965940487896	0.770819003439504	-0.902891518478913	0.366583472499725	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	78573	79553	.	-	0	ID=cds-WP_015342109.1;Parent=gene-RTCIAT899_RS22550;Dbxref=GenBank:WP_015342109.1;Name=WP_015342109.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006767244.1;locus_tag=RTCIAT899_RS22550;product=alpha/beta fold hydrolase;protein_id=WP_015342109.1;transl_table=11	32.1	41.33333333333333	27.0	77.3409090909091	7.0	2.0	21.4149804968591	-0.802152078269855	0.785235415040742	-1.02154342876682	0.306997044367913	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	79705	79887	.	-	0	ID=cds-WP_015342110.1;Parent=gene-RTCIAT899_RS22555;Dbxref=GenBank:WP_015342110.1;Name=WP_015342110.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342110.1;locus_tag=RTCIAT899_RS22555;product=hypothetical protein;protein_id=WP_015342110.1;transl_table=11	0.1111111111111111	20.0	1.0	14.0	1.0	0	2.25676089743266	-0.195253848485721	0.764318047143603	-0.255461517905302	0.798366662012383	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	80064	80981	.	+	0	ID=cds-WP_015342111.1;Parent=gene-RTCIAT899_RS22560;Dbxref=GenBank:WP_015342111.1;Name=WP_015342111.1;Ontology_term=GO:0016787,GO:0046872;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342111.1;locus_tag=RTCIAT899_RS22560;product=MBL fold metallo-hydrolase;protein_id=WP_015342111.1;transl_table=11	2.4761904761904763	12.0	0	20.0	0	0	1.74578857494607	-0.51663687752295	0.714836570605747	-0.722734256705915	0.469843164931993	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	81144	81896	.	+	0	ID=cds-WP_015342112.1;Parent=gene-RTCIAT899_RS22565;Dbxref=GenBank:WP_015342112.1;Name=WP_015342112.1;Ontology_term=GO:0016491,GO:0070403;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015887880.1;locus_tag=RTCIAT899_RS22565;product=SDR family oxidoreductase;protein_id=WP_015342112.1;transl_table=11	0.07692307692307693	22.0	0.1	36.18803418803419	0	1.0	2.96900469481924	-0.427699788666456	0.767874317523158	-0.556991917695643	0.577532951319021	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	81926	82342	.	+	0	ID=cds-WP_015342113.1;Parent=gene-RTCIAT899_RS22570;Dbxref=GenBank:WP_015342113.1;Name=WP_015342113.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342113.1;locus_tag=RTCIAT899_RS22570;product=cupin domain-containing protein;protein_id=WP_015342113.1;transl_table=11	2.037037037037037	22.0	1.0	24.5	2.0	0	3.53575088576461	-0.154781440735138	0.820467084045611	-0.188650396517958	0.850366831219801	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	82418	83443	.	+	0	ID=cds-WP_015342114.1;Parent=gene-RTCIAT899_RS22575;Dbxref=GenBank:WP_015342114.1;Name=WP_015342114.1;Ontology_term=GO:0055085,GO:0008381,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=mechanosensitive monoatomic ion channel activity|0008381||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342114.1;locus_tag=RTCIAT899_RS22575;product=mechanosensitive ion channel family protein;protein_id=WP_015342114.1;transl_table=11	1.0	38.5	3.0	39.125	0	3.0	5.76211038624422	-0.306472102469128	0.834503702573063	-0.367250740199437	0.713431994281746	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	83509	84402	.	+	0	ID=cds-RTCIAT899_RS34665;Parent=gene-RTCIAT899_RS34665;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;Ontology_term=GO:0005515;end_range=84402,.;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007593425.1;locus_tag=RTCIAT899_RS34665;partial=true;product=GAF domain-containing protein;pseudo=true;start_range=.,83509;transl_table=11	3.242857142857143	41.5	1.0	56.49999999999999	4.0	1.0	7.3016051324561	-0.0770525184536436	0.836262297595172	-0.0921391753224107	0.926587463413174	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	84403	85269	.	+	0	ID=cds-RTCIAT899_RS32535;Parent=gene-RTCIAT899_RS32535;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0007165,GO:0009190,GO:0035556,GO:0000166,GO:0009975,GO:0016779,GO:0016829,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,cyclase activity|0009975||IEA,nucleotidyltransferase activity|0016779||IEA,lyase activity|0016829||IEA,metal ion binding|0046872||IEA;go_process=signal transduction|0007165||IEA,cyclic nucleotide biosynthetic process|0009190||IEA,intracellular signal transduction|0035556||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018096683.1;locus_tag=RTCIAT899_RS32535;partial=true;product=adenylate/guanylate cyclase domain-containing protein;pseudo=true;start_range=.,84403;transl_table=11	2.25	6.5	1.5	17.25	0	0	1.80347225426644	-0.786222408537858	0.746858726382123	-1.05270566007365	0.292475913752887	0.999586711632956
sense	NC_020062.1	Protein Homology	CDS	86167	87198	.	+	0	ID=cds-WP_015342116.1;Parent=gene-RTCIAT899_RS22590;Dbxref=GenBank:WP_015342116.1;Name=WP_015342116.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011969240.1;locus_tag=RTCIAT899_RS22590;product=substrate-binding domain-containing protein;protein_id=WP_015342116.1;transl_table=11	1.0	17.0	3.0	40.2	2.25	3.0	5.56078845205692	-0.0340384379473488	0.836437104890309	-0.0406945576043193	0.967539400405853	0.999586711632956
